param,reg.coeff,SE,t_val,p_val,species,fishery,vessel_fctr_number,rank_coeff,coeff_norm,rank_coeff_norm,fishery_lab,signif
vessel_idF19,0.769980466,0.216454085,3.55724618,3.77149125704239e-4,Sawfishes,NPF,19,47,0.32528822547929714,47,Prawn trawl,Yes
vessel_idF20,0.212079418,0.646977882,0.327800106,0.743072244,Sawfishes,NPF,20,36,0.089595698,36,Prawn trawl,No
vessel_idF21,0.137008883,0.562477745,0.243580985,0.807562228,Sawfishes,NPF,21,32,0.057881178,32,Prawn trawl,No
vessel_idF22,-0.49163081,0.534414063,-0.919943623,0.357632735,Sawfishes,NPF,22,8,-0.192739854,8,Prawn trawl,No
vessel_idF23,0.197110829,0.546277772,0.360825278,0.718240546,Sawfishes,NPF,23,35,0.083272024,35,Prawn trawl,No
vessel_idF24,-0.272773865,0.284129285,-0.960034321,0.33706986,Sawfishes,NPF,24,19,-0.106938772,19,Prawn trawl,No
vessel_idF25,-0.075690244,0.725636311,-0.104308788,0.916927181,Sawfishes,NPF,25,25,-0.029673744,25,Prawn trawl,No
vessel_idF26,0.713684113,0.251982621,2.832275139,0.004634513,Sawfishes,NPF,26,46,0.30150510152982773,46,Prawn trawl,Yes
vessel_idF27,-0.641677312,0.591086495,-1.085589533,0.277696618,Sawfishes,NPF,27,6,-0.251564363,6,Prawn trawl,No
vessel_idF28,0.050914657,0.41859233,0.121633039,0.903193007,Sawfishes,NPF,28,29,0.021509557,29,Prawn trawl,No
vessel_idF29,-0.272689503,0.67141613,-0.406140829,0.684651078,Sawfishes,NPF,29,20,-0.106905699,20,Prawn trawl,No
vessel_idF30,0.352702617,0.448459839,0.786475369,0.431614671,Sawfishes,NPF,30,41,0.14900379098339747,41,Prawn trawl,No
vessel_idF31,0.174604126,0.477442168,0.365707383,0.714594073,Sawfishes,NPF,31,34,0.073763775,34,Prawn trawl,No
vessel_idF32,0.245430563,0.365629607,0.67125462,0.502079659,Sawfishes,NPF,32,37,0.10368532162385694,37,Prawn trawl,No
vessel_idF33,0.854830723,0.275094217,3.107410729,0.001894616,Sawfishes,NPF,33,48,0.3611343157382336,48,Prawn trawl,Yes
vessel_idF34,-0.294484729,0.662592585,-0.444443139,0.656735456,Sawfishes,NPF,34,18,-0.115450339,18,Prawn trawl,No
vessel_idF35,-0.263107169,0.670311774,-0.392514617,0.694689518,Sawfishes,NPF,35,21,-0.103149022,21,Prawn trawl,No
vessel_idF36,-0.384166006,0.424216559,-0.905589369,0.36518324,Sawfishes,NPF,36,13,-0.150609153,13,Prawn trawl,No
vessel_idF37,-0.905956884,0.487562516,-1.858134813,0.063190255,Sawfishes,NPF,37,2,-0.355173017,2,Prawn trawl,No
vessel_idF38,-0.026612669,0.317878683,-0.083719577,0.933281696,Sawfishes,NPF,38,27,-0.01043328,27,Prawn trawl,No
vessel_idF39,-0.052058836,0.597643674,-0.087106814,0.930589007,Sawfishes,NPF,39,26,-0.020409243,26,Prawn trawl,No
vessel_idF40,-0.829842319,0.492668955,-1.684381189,0.092150937,Sawfishes,NPF,40,3,-0.325332922,3,Prawn trawl,No
vessel_idF41,0.124385669,0.536024907,0.232052031,0.816504131,Sawfishes,NPF,41,31,0.052548337,31,Prawn trawl,No
vessel_idF42,-0.143341221,0.704305379,-0.203521406,0.838733211,Sawfishes,NPF,42,24,-0.056195758,24,Prawn trawl,No
vessel_idF43,-0.696168513,0.585700035,-1.188609307,0.234632257,Sawfishes,NPF,43,4,-0.272927194,4,Prawn trawl,No
vessel_idF44,1.578318591,0.317702192,4.967918484,6.92195917501224e-7,Sawfishes,NPF,44,52,0.666781141,52,Prawn trawl,Yes
vessel_idF45,-0.379403471,0.351997497,-1.077858435,0.281132689,Sawfishes,NPF,45,14,-0.14874204,14,Prawn trawl,No
vessel_idF46,-0.344771627,0.657440318,-0.524415096,0.600005843,Sawfishes,NPF,46,16,-0.135164908,16,Prawn trawl,No
